CustomerID,Age,Gender,ContractType,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,average_monthly_charges,customer_lifetime_value
989d9d4a-e15c-4666-8797-b2c957207246,29,Male,One year,No,No,9,Yes,UPI,360.0872208141316,1475.859419605628,Yes,43.66820337298013,393.0138303568212
baebe15d-4f3c-4771-8edd-2a2a6b69b4ae,58,Male,One year,No,No,11,Yes,IMPS/NEFT,358.912564576666,1757.4744201337492,No,59.64195382407012,656.0614920647713
90c0e607-4a63-4fc3-926a-ab2718ef2501,33,Male,Month-to-month,No,No,18,No,UPI,311.06260558762847,7263.988655546089,No,86.09917676360391,1549.7851817448704
102f4f5c-55e3-4295-ac67-10bd97d46f61,46,Male,Month-to-month,No,No,3,Yes,UPI,416.4495751266211,1091.5100196420585,No,83.63099711079445,250.89299133238336
d038e153-c601-418b-a1fa-01ba231ae7c7,35,Female,One year,No,DSL,62,No,Card,461.01224964929696,19757.59430683007,No,77.74137291811655,4819.965120923226
a9f948b2-4e63-44bb-be49-3f43b118f68d,32,Female,One year,Yes,Fiber optic,24,Yes,UPI,365.6358815957152,6694.658238137082,Yes,72.4373556947509,1738.4965366740216
6374ed14-29b6-4b14-b54e-15ecda33562c,20,Male,One year,No,No,30,No,IMPS/NEFT,213.22778452345506,5513.912883486159,No,40.03947555466094,1201.1842666398281
1c654aa2-c63c-421d-a443-5958eacf33a9,45,Male,Month-to-month,No,No,22,Yes,UPI,235.48019865488342,2734.7134584568876,No,46.570433309768305,1024.5495328149027
f33685da-c380-4b4a-bdc4-2f12fe9bd0e1,45,Female,One year,Yes,Fiber optic,40,Yes,check/DD,285.6139362824033,16038.247928049177,No,86.79970895008888,3471.9883580035553
c47dd678-4d31-4923-a93d-a46c37f39aac,70,Male,Two year,Yes,Fiber optic,49,Yes,Card,379.3247801126268,10884.741894404768,No,50.850123511501536,2491.6560520635753
2ff8107a-63ba-4d86-9b0e-70ad922bda48,44,Male,One year,No,No,14,Yes,IMPS/NEFT,401.1545288983364,3319.530893169335,No,55.86295871784338,782.0814220498073
d4701dd2-ada5-4eb9-8d52-7b893c8b966c,25,Male,One year,No,Fiber optic,62,No,IMPS/NEFT,357.4152246726951,10778.285560997161,No,47.191723549515544,2925.886860069964
39d11950-8a45-402e-91f2-0d9bc90ec689,52,Male,One year,No,DSL,8,No,IMPS/NEFT,3522.668140516319,5435.271606369058,No,84.51103352772779,676.0882682218223
0dd7cac2-8a10-45c5-b4b0-738e3e040782,44,Female,One year,Yes,DSL,12,No,UPI,431.69960552620694,3342.135128174284,No,85.15487535246548,1021.8585042295858
58bce5e4-d282-454d-8827-02f04caa568b,48,Female,One year,Yes,No,31,Yes,Card,658.8180672196319,12193.68402107744,No,89.79011838899592,2783.4936700588737
42bb8f63-4145-4abc-8cc2-e0f013093c17,60,Female,One year,Yes,DSL,30,No,UPI,427.4403319563662,3733.147061193917,No,59.38821642648749,1781.6464927946247
54bbbcf8-28fe-4761-8d49-fe3f2ca8f783,55,Female,Two year,No,Fiber optic,66,Yes,Card,419.2989768412701,18378.441187560966,No,64.07074819153651,4228.66938064141
a79b44b6-da50-4fed-9d4a-3d81b3a7d0e0,44,Male,Two year,Yes,Fiber optic,18,No,check/DD,343.59129775368774,3085.2509343522966,Yes,63.0108299396114,1134.1949389130052
7e570ddf-8270-40a8-a369-b584ff5e9ff0,65,Male,Month-to-month,No,No,60,Yes,check/DD,8023.399006407508,54970.857168561066,Yes,85.94105797733474,5156.463478640084
a137f8e4-67b1-4040-8c39-b9253b5ae288,35,Male,Two year,Yes,Fiber optic,42,No,Card,372.35995008418143,6824.834922973728,No,69.23258310746479,2907.768490513521
a8e56e0c-20de-435d-a031-d750c40db9b4,32,Male,One year,,DSL,24,No,UPI,357.57000427609006,2886.4030583795534,Yes,57.77196686820309,1386.527204836874
d8a5aa52-157b-4495-b22b-e4aa68208025,40,Male,Month-to-month,No,DSL,6,No,IMPS/NEFT,656.464552220791,1815.5196755158545,No,84.7401277915759,508.4407667494554
bb0c7919-330c-4ff5-88a5-fa0d09a85dc5,57,Female,Month-to-month,Yes,DSL,63,Yes,Card,363.0670725722749,8928.397830514677,No,53.383188389397176,3363.140868532022
7a3a6e96-23ff-43d3-bb4f-b88a2f4dd219,56,Female,One year,Yes,No,57,Yes,Card,308.0174208256671,16069.469845027825,Yes,56.74391450684925,3234.4031268904073
b0a4f557-3381-401f-a3ff-8fd202e460aa,34,Female,Month-to-month,Yes,DSL,48,Yes,Card,305.08121661227716,,No,50.43070239254799,2420.6737148423035
b1b2b9c6-7120-421e-86cd-6214237befd1,54,Male,Two year,Yes,DSL,59,Yes,Card,535.4199899850755,8905.921904958195,No,62.53908630759581,3689.806092148153
8cb21aa2-1715-4c03-ab4f-36381190e515,55,Male,Month-to-month,No,No,20,Yes,check/DD,268.66731679013526,4416.8173277370515,No,54.31019320139885,1086.203864027977
08e94548-9b16-4cb8-a7bd-1db7f7808afc,27,Male,Month-to-month,No,Fiber optic,17,No,check/DD,172.4311863397257,3442.9787776453973,No,43.153251215889156,733.6052706701157
716ca1f2-dec0-4f3a-9c46-1b34c7eab19b,47,Female,Two year,Yes,DSL,5,Yes,check/DD,,,No,55.23495459193865,276.17477295969326
6e89a7a8-b68d-4037-98fe-3fb8a1628abf,29,Female,One year,No,Fiber optic,33,No,UPI,683.142250683855,5617.364747279728,No,76.35655984409638,2519.7664748551806
e10b1a47-7fae-4748-b781-321e83c501cb,44,Male,Month-to-month,No,Fiber optic,18,No,IMPS/NEFT,215.0331950914293,5008.108427942308,Yes,59.353427629350186,1068.3616973283033
b379cb1e-e8cd-40cc-b6da-3ca0d2e82f38,49,Male,One year,Yes,No,50,Yes,IMPS/NEFT,554.8068475834865,12226.29877398976,Yes,55.80506557734853,2790.2532788674266
8e301bcc-302f-4247-a39a-046d79912c51,22,Female,Month-to-month,No,Fiber optic,55,Yes,IMPS/NEFT,416.7521039976592,8358.359598554856,No,61.40428141324139,3377.2354777282767
9c48c830-6e89-44f4-9820-10d1f4c873a7,57,Male,One year,No,No,38,Yes,check/DD,409.70295195753056,3391.5922539529734,No,41.40956702236111,1573.5635468497221
a22eb45b-1986-433d-8b73-aba7ed5edfa2,65,Female,Month-to-month,No,DSL,2,Yes,check/DD,322.22007681160403,247.18964133746766,No,33.6593460590544,67.3186921181088
2b1ac76c-89ec-4c51-98cb-aa5247f53019,27,Female,Month-to-month,Yes,DSL,63,No,UPI,442.64024197782675,11155.569306918484,No,71.74425482477432,4519.888053960782
989240ac-e689-43a9-89e4-8e8c25c61c45,51,Female,Two year,Yes,No,20,No,Card,262.64263484952454,5389.67812682152,Yes,59.83514596550102,1196.7029193100204
52b3a0d1-1727-4924-a508-f357474a3674,26,Female,Month-to-month,No,No,60,No,UPI,200.84656222685516,8920.200550112198,No,48.34790804117576,2900.8744824705454
6359d5ce-e2aa-4dc7-b208-838e7d57ef69,20,Female,Month-to-month,,No,16,Yes,Card,,5478.886033798397,No,72.2628600686329,1156.2057610981265
5c7ae8ef-c324-4e35-beed-cc6522cb2720,34,Female,Month-to-month,Yes,No,54,No,IMPS/NEFT,444.62383287385893,11136.138273616212,No,55.78068273589967,3012.156867738582
96053035-6545-4030-a981-fa54f121e129,69,Male,Two year,No,Fiber optic,46,Yes,IMPS/NEFT,306.76257473081944,7321.896321758154,No,62.468833460874656,2873.5663392002343
7f8736f1-93f3-4702-81e6-ee9a9ac55023,32,Female,Two year,No,DSL,72,No,check/DD,354.75563651871994,11462.365372165696,No,65.81765449852031,4738.871123893463
17c95aaa-21bd-45eb-915a-a3c07737cfb5,60,Female,Two year,No,No,20,No,Card,479.30751166227395,5821.222213813056,No,78.04466121331404,1560.8932242662809
7951d52b-21cc-4ba7-ae85-4c728a9b7b20,49,Male,One year,Yes,No,46,No,UPI,406.89119216435483,8540.154902135231,No,43.320267673024865,1992.7323129591439
0331bd0d-13ba-4d24-bebb-527c1438e799,68,Female,Month-to-month,No,DSL,22,Yes,UPI,318.1248700580674,7029.104304696501,No,73.54206354764065,1617.9253980480944
06531d47-4867-4b30-b956-77318a4cfe1f,30,Male,Month-to-month,No,DSL,16,Yes,IMPS/NEFT,299.57132682981563,4464.805649547308,No,98.69949974454177,1579.1919959126683
5cce495d-b037-4c52-b2ad-ffa6af793d4a,38,Female,Month-to-month,No,Fiber optic,58,No,UPI,163.47511123535466,7242.092671674195,No,47.79030960894701,2771.837957318927
b46788bd-d38e-43e4-8de1-087bafa14a55,38,Male,One year,No,DSL,25,No,UPI,533.0403520165875,2927.3368570428856,No,57.11127623894522,1427.7819059736305
2fb7e9bd-5fe9-4750-ad28-a2a82baeafc7,69,Female,One year,Yes,DSL,53,Yes,check/DD,624.5944308527876,17743.986958404843,No,82.91866898805313,4394.689456366816
620956a8-1c68-4db0-8d33-3496e3528539,21,Male,One year,No,No,35,Yes,IMPS/NEFT,266.0705945378391,4227.827023384419,No,54.17535951354697,1896.137582974144
f6c9dd38-06a2-474c-a102-56376f023006,37,Male,One year,Yes,Fiber optic,12,No,check/DD,357.25252654163825,3298.198720767621,No,84.25076622736293,1011.0091947283552
d5f25073-f414-42b1-a442-9ebbda7b9095,18,Male,One year,Yes,DSL,7,Yes,check/DD,373.8541647245943,1967.9819723063727,Yes,73.88616206006603,517.2031344204622
c21f84fc-d0bc-4ad5-85f8-0d9b00060d5a,25,Male,Two year,No,Fiber optic,4,Yes,IMPS/NEFT,255.0970412040474,1290.7373861689482,No,67.06764217534149,268.27056870136596
f6e39356-a814-4562-9a00-3f16b9469bcf,54,Male,Month-to-month,No,Fiber optic,10,No,Card,616.5402051518113,1887.026327051615,Yes,64.28501075917686,642.8501075917686
e64b9b37-ae01-4122-b269-921c2edd9141,70,Male,Two year,No,DSL,47,No,Card,3619.9246694193366,20092.014389557855,No,62.82625566079136,2952.834016057194
59e7703a-70aa-4b0d-aa03-8ad4a667b982,20,Male,One year,No,DSL,40,Yes,check/DD,556.3449490312362,14138.83928991728,No,89.2044731983257,3568.178927933028
0692fe02-238c-4712-accf-3b91e35209a0,40,Female,Month-to-month,Yes,No,40,No,Card,345.72360784754324,5891.739055540179,No,38.181513241365735,1527.2605296546294
08651a6e-1b99-4b83-b244-0f070ae263e0,18,Female,Two year,Yes,Fiber optic,47,No,IMPS/NEFT,269.708060821767,8002.664643651474,No,56.8260163080939,2670.822766480413
4439940d-0e58-4770-a566-0316f39ef1be,66,Female,Month-to-month,Yes,Fiber optic,60,No,Card,413.7008328363233,14807.803077231732,No,51.58464851733391,3095.0789110400347
a0970ff4-dc42-4980-8059-5e29a226a75b,18,Female,One year,Yes,DSL,21,No,check/DD,700.722062862671,7419.96286387588,No,77.9192385794959,1636.304010169414
f859396d-c37a-4ab0-85eb-43c898ff805c,18,Male,One year,No,Fiber optic,25,No,UPI,402.33527181231267,4888.776958903942,No,73.18671803469692,1829.667950867423
ac00f929-bbfb-476c-bde6-67f9bfc46c0e,67,Male,One year,Yes,No,36,No,UPI,713.2816928146149,8404.767435939038,No,85.91425176899789,3092.913063683924
b6646199-ed25-459e-8f89-37fa753e9662,66,Female,Month-to-month,Yes,Fiber optic,50,Yes,UPI,502.74946898432376,17551.799996724105,No,99.24959615744694,4962.479807872347
078d27e5-378a-4ba6-a608-d6d31d62c6b5,37,Female,Two year,No,No,36,Yes,IMPS/NEFT,306.22829083017024,9354.383541313266,No,60.139099377214364,2165.0075775797172
76876c62-4c61-445e-ba7e-5d9405d1fb63,41,Female,Month-to-month,Yes,DSL,18,Yes,check/DD,246.62267863220546,2524.3849794465696,Yes,65.77656750306787,1183.9782150552217
5683ede0-17d5-4563-ba60-ede1e5eb772d,38,Male,One year,Yes,No,32,Yes,IMPS/NEFT,524.917034287524,11271.164468425924,No,86.32926916091905,2762.5366131494097
ca27cd69-4226-4ba4-8775-d77822ed1e25,48,Male,Two year,No,Fiber optic,62,No,UPI,579.1664409306325,17470.16705237789,No,71.43162686111877,4428.760865389364
4cc9f5f2-e42e-4037-8a55-2ea08acbbe09,38,Female,Month-to-month,Yes,DSL,12,No,check/DD,881.183339412668,2973.586074798553,Yes,91.96672150952956,1103.6006581143547
99487f82-1831-4802-83c2-aee62ee94ed9,54,Female,One year,Yes,No,56,Yes,Card,2348.7162343471387,45633.61404163658,No,48.785762291841294,2732.0026883431124
1b0ae22e-ecc8-47a6-99a6-f80ef08ce6c2,54,Female,Month-to-month,Yes,DSL,38,No,check/DD,,15392.419009979782,No,84.02852246610769,3193.083853712092
fd06a179-7980-4efa-8da0-8e483531518a,65,Female,Two year,No,No,4,No,check/DD,458.5488855387226,448.2844464332359,No,52.36093025586197,209.4437210234479
737ea52f-6d15-4b06-961c-9af39f021a19,25,Male,One year,No,DSL,20,Yes,Card,179.5474986108451,2521.825628864469,No,42.613433378079826,852.2686675615965
c655a597-7ccc-43de-82ac-7e1dac565da6,61,Female,Month-to-month,No,Fiber optic,61,Yes,check/DD,463.9762926852995,14656.10723843314,No,72.48811813919858,4421.775206491113
ff233d5f-6ced-415d-9800-7c0287ea7ff5,29,Male,Month-to-month,Yes,No,60,No,check/DD,1302.7779830097268,46740.97384384095,Yes,62.06200316087081,3723.7201896522483
1b7e0502-ca9d-4831-894e-7397b38a3db1,36,Male,Two year,No,Fiber optic,47,Yes,IMPS/NEFT,525.7588994178973,15531.136522967277,No,67.62109605726731,3178.1915146915635
0d574085-0f0a-4450-8e97-8ce118643b6a,64,Male,Two year,Yes,Fiber optic,47,No,Card,635.2553684116497,10310.994414563902,No,65.83436324886863,3094.2150726968252
2294fa0a-8482-4c08-842c-65ad9883e9b1,31,Male,One year,Yes,DSL,48,No,Card,305.95986937249813,15763.37307727791,No,77.26988695707698,3708.954573939695
94213090-4368-4e93-bded-cb7ad5ba304c,53,Female,Two year,Yes,No,10,Yes,IMPS/NEFT,521.5455926320284,2304.1731103752795,No,64.09412964346045,640.9412964346045
3385db3b-e893-486d-a3fb-6609334b92a2,42,Female,Two year,Yes,DSL,48,Yes,Card,549.7603379523372,12840.710544649188,No,74.03514509885974,3553.6869647452677
a46b6fce-e78d-447c-bd87-703472173fa3,65,Female,Month-to-month,No,No,30,Yes,UPI,634.8909414027034,7619.240882414926,No,89.6076020328548,2688.228060985644
794ceef2-f833-4fa7-9a26-15f89810b8c1,34,Male,Month-to-month,No,No,13,Yes,check/DD,304.07367813891557,1828.4874976557599,No,53.059166016211016,689.7691582107432
e7d3f770-9c8d-4ade-b3e8-16b5a353ea98,43,Male,Month-to-month,No,DSL,53,No,check/DD,515.6976407141906,14269.109416563228,No,94.00383098665387,4982.203042292655
e03d1b30-adcd-495f-af91-a7be905c3fd9,57,Female,One year,Yes,No,43,No,UPI,242.73667606109285,11546.162943417174,No,73.1852239463128,3146.9646296914507
d0725b5c-a281-4044-af96-288295d82980,41,Male,Two year,Yes,Fiber optic,64,Yes,UPI,281.04495862127294,,Yes,62.104429070809985,3974.683460531839
7942000a-cf24-4413-95b6-54383ecd0888,23,Female,One year,No,DSL,54,Yes,IMPS/NEFT,171.34313362676477,14064.633182426127,No,55.16097733592956,2978.692776140196
90fcc9f1-2ddc-456b-a8c2-cce9723b80d4,62,Female,One year,Yes,DSL,18,No,Card,465.98043630589444,2929.0083387217483,No,65.91028660912605,1186.3851589642688
9929afeb-4884-4a14-9575-11addbeae9f8,40,Female,One year,No,No,52,Yes,IMPS/NEFT,221.75597422886528,8200.101122792621,No,59.27762507458347,3082.4365038783403
8222cd7f-36e6-4a85-99ab-dc15296b67bf,52,Male,Month-to-month,No,Fiber optic,60,No,UPI,631.8584744983689,14791.66982862969,No,69.35013276793094,4161.0079660758565
ca665da6-ebd2-4b71-a35a-e36966a466d4,56,Male,Month-to-month,Yes,DSL,8,No,IMPS/NEFT,531.897884033021,2638.1519248589307,No,79.84055728387139,638.7244582709711
0ba6eab9-4639-447b-a067-bdac88bd13d1,46,Female,Month-to-month,No,Fiber optic,32,No,UPI,59.308660032937894,1897.8771210540126,Yes,59.308660032937894,1897.8771210540126
f8d78cbc-5a5d-4cc5-9f98-2a0dac184ef9,55,Female,Month-to-month,No,No,5,Yes,UPI,92.5863958480492,462.93197924024594,No,92.5863958480492,462.93197924024594
a8dbe9a1-d857-4c60-88f7-972661ae2255,38,Male,Two year,No,DSL,71,No,check/DD,60.21727812263356,4275.426746706983,No,60.217278122633566,4275.426746706983
d5d9a385-2bb2-4cbc-9c79-4cdb74c88361,37,Female,Month-to-month,Yes,DSL,17,No,UPI,56.59470036734102,962.1099062447973,No,56.59470036734102,962.1099062447973
8d9957fa-76fe-4cd6-917e-7f4a0f8593c3,21,Female,Two year,Yes,DSL,59,Yes,check/DD,71.95115818169455,4245.118332719979,No,71.95115818169455,4245.118332719979
811317a8-f4c8-4393-96dd-6c82a8909e31,61,Male,One year,Yes,DSL,36,Yes,UPI,79.40175747875111,2858.4632692350397,No,79.40175747875111,2858.4632692350397
1641d960-dba0-4dec-a2b8-fdcc4e20c377,35,Male,Month-to-month,Yes,DSL,19,Yes,Card,319.342080143541,2430.287289142636,No,46.31372315894011,879.960740019862
34943114-def1-4d58-9e39-2331a142d68f,53,Female,Two year,,Fiber optic,19,Yes,IMPS/NEFT,52.0172190215611,988.3271614096608,No,52.0172190215611,988.3271614096608
cdfa76af-66eb-43b0-92d2-408eff08c739,57,Female,Month-to-month,No,DSL,10,Yes,UPI,41.6780793465184,416.78079346518405,No,41.6780793465184,416.78079346518405
fdf02450-585b-4b17-ad9b-1eb118ebeed7,69,Female,Two year,Yes,Fiber optic,4,No,UPI,71.85845470378331,287.43381881513324,No,71.85845470378331,287.43381881513324
c55523ed-fe89-46c8-99cb-3540643ffdae,23,Female,One year,No,DSL,72,No,IMPS/NEFT,68.29258937053359,4917.066434678419,No,68.29258937053359,4917.066434678419
559a8f54-c559-4d0f-abff-c53f0e50f355,68,Female,Month-to-month,Yes,Fiber optic,50,No,Card,84.0587289786254,4202.93644893127,No,84.05872897862541,4202.93644893127
a52680b3-e8bc-4007-b47c-76903ec8f48e,57,Female,Month-to-month,No,Fiber optic,35,Yes,Card,76.11987829587895,2664.195740355763,No,76.11987829587895,2664.195740355763
e212f7e1-8f63-42bb-ae41-115540bf6f6b,19,Female,Month-to-month,No,No,36,Yes,check/DD,37.05269907717034,1333.8971667781323,No,37.05269907717034,1333.8971667781323
bef6a59a-c186-4221-9030-56b79e4c24dd,35,Female,Month-to-month,Yes,DSL,65,No,IMPS/NEFT,61.65505700712026,4007.578705462817,No,61.65505700712026,4007.578705462817
92779574-c457-4cc3-b5f7-89bca6b07458,34,Male,Month-to-month,No,Fiber optic,9,Yes,IMPS/NEFT,96.33803239449958,867.0422915504962,Yes,96.33803239449958,867.0422915504962
e71594ff-d6a6-4618-8eb1-8c8843b63613,41,Female,One year,No,DSL,54,Yes,Card,59.097900952263444,3191.286651422226,No,59.097900952263444,3191.286651422226
1a85fd69-344c-46cc-bf48-e5f018cc0e29,52,Female,One year,No,DSL,42,Yes,IMPS/NEFT,53.24331289067857,2236.2191414085,No,53.243312890678574,2236.2191414085
497ec6d1-081f-46dc-b8d9-a88aef0bea4f,66,Female,Two year,Yes,No,51,Yes,check/DD,73.45339477786179,3746.123133670951,Yes,73.45339477786179,3746.123133670951
fffcff63-7bf3-48f5-a24b-31d72e5c58ad,44,Female,Month-to-month,,No,49,Yes,UPI,92.12941502713339,,No,92.12941502713339,4514.341336329536
afbb411a-a123-4a8c-93b7-a88612f70c97,34,Male,One year,No,Fiber optic,58,Yes,UPI,76.20145943864605,4419.6846474414715,Yes,76.20145943864605,4419.6846474414715
b6697d0a-8837-4bbc-9898-06fd86912efe,69,Male,Month-to-month,Yes,No,13,Yes,check/DD,78.30527479321584,1017.9685723118059,No,78.30527479321584,1017.9685723118059
c86aed73-3415-4076-801c-5617a2c3b917,22,Male,One year,Yes,DSL,39,Yes,IMPS/NEFT,79.19762590489205,3088.70741029079,No,79.19762590489205,3088.70741029079
c01d1c62-ba0d-4f1f-a325-85b486daf596,65,Male,One year,Yes,No,19,No,check/DD,63.58781546954371,1208.1684939213305,No,63.58781546954371,1208.1684939213305
8cc36f3b-c3af-4cfe-b34a-6ca38116e3fc,56,Female,Two year,Yes,DSL,66,No,Card,71.51785627597269,4720.178514214198,Yes,71.51785627597269,4720.178514214198
61a66444-e2af-4629-9efb-336e2f546033,66,Male,Two year,No,No,24,No,IMPS/NEFT,59.92744297340586,1438.2586313617408,No,59.92744297340587,1438.2586313617408
604e46cb-3712-42d1-87cd-b6a1bf012e32,35,Female,Two year,Yes,DSL,6,No,Card,57.5651863248659,345.3911179491954,Yes,57.5651863248659,345.3911179491954
6fa1c232-7eec-4c53-8f1b-6490bec51040,61,Male,One year,No,DSL,33,No,IMPS/NEFT,59.952022602415205,1978.4167458797017,No,59.952022602415205,1978.4167458797017
1c6fec01-f57f-4bba-bfba-cf5fa576db48,30,Male,One year,No,Fiber optic,6,Yes,Card,81.86095714793493,491.16574288760955,No,81.86095714793493,491.16574288760955
6319629b-d73e-4bb9-8f9c-a17b8db8dadf,62,Female,Month-to-month,Yes,No,49,Yes,UPI,49.68991944871239,2434.806052986907,No,49.68991944871239,2434.806052986907
593edc83-c497-40a8-8842-04d52bb9a661,21,Female,Two year,Yes,Fiber optic,34,No,check/DD,77.85523255831336,2647.0779069826544,No,77.85523255831336,2647.0779069826544
a8b97820-e92c-4b92-a279-67a3753439c0,65,Male,Two year,Yes,DSL,27,No,UPI,62.3524300277073,1683.515610748097,No,62.3524300277073,1683.515610748097
1afd943c-3c92-41ab-8bac-c3c6bb8ec1cb,19,Male,Month-to-month,No,Fiber optic,69,No,IMPS/NEFT,88.48403089503074,6105.3981317571215,No,88.48403089503074,6105.3981317571215
07e3c39a-a925-4745-9276-9c9665262474,29,Male,Two year,No,Fiber optic,68,No,UPI,76.4375204504567,5197.751390631056,No,76.4375204504567,5197.751390631056
7de31a51-6694-4343-90ba-58e3d2762bdc,63,Male,Month-to-month,Yes,DSL,58,No,UPI,34.73233246306682,2014.4752828578755,Yes,34.73233246306682,2014.4752828578755
2aefcf3b-43b7-40ef-82c4-1c54a8debd88,33,Female,Two year,No,Fiber optic,62,No,check/DD,79.71928211516537,4942.595491140253,No,79.71928211516537,4942.595491140253
1b0c62eb-27c8-4c6c-9be5-a4c395af6d0c,25,Female,Two year,Yes,DSL,38,No,check/DD,58.9826937440932,2241.3423622755413,No,58.98269374409319,2241.3423622755413
6c878546-7faf-4458-af14-f7775dad348e,54,Male,One year,No,No,32,Yes,Card,79.95410728859773,2558.531433235127,No,79.95410728859773,2558.531433235127
cef44098-4d9d-4bb1-a00f-80d49d0a94df,25,Male,Two year,No,DSL,68,No,IMPS/NEFT,65.73309037573247,4469.850145549808,No,65.73309037573247,4469.850145549808
ba05dd0f-a966-4a5a-aecf-1ed21861c9f3,63,Male,Month-to-month,No,DSL,7,Yes,UPI,41.76826683184076,292.3778678228853,No,41.76826683184076,292.3778678228853
a8f1e091-ffb8-402d-9475-dbc996418ced,66,Male,Two year,Yes,DSL,12,No,IMPS/NEFT,66.33892613321407,796.0671135985689,Yes,66.33892613321407,796.0671135985689
ffbb4bcc-a5cb-4f6f-bd33-31644bb8ebe2,64,Male,Month-to-month,Yes,DSL,31,No,Card,52.44985154890057,1625.9453980159176,No,52.44985154890057,1625.9453980159176
0406ff44-7ce4-4679-a8c6-dbc07bb3447b,30,Male,Two year,No,DSL,29,Yes,IMPS/NEFT,59.50712413161874,1725.7065998169435,No,59.50712413161874,1725.7065998169435
ec95ccf1-a679-4ab0-b129-e2f6e06ca678,44,Female,Month-to-month,No,Fiber optic,46,No,check/DD,57.56034187571262,2647.775726282781,No,57.56034187571263,2647.775726282781
f53ba020-be2d-48c8-9fe3-f82439d3a9cf,45,Male,Month-to-month,No,Fiber optic,45,No,check/DD,33.267937392949165,1497.0571826827124,No,33.267937392949165,1497.0571826827124
f2ca2002-f650-4852-82bc-e2e0dfd5988e,43,Female,Two year,No,DSL,49,No,IMPS/NEFT,55.3999884983206,2714.5994364177095,No,55.3999884983206,2714.5994364177095
e9a1c6d5-c34e-4baf-8f1c-b2ccceef9fa8,36,Female,Month-to-month,Yes,No,5,Yes,Card,38.89773436069168,194.4886718034584,No,38.89773436069168,194.4886718034584
e914ae70-f797-4ec8-a41e-f111d94296b6,70,Female,Month-to-month,Yes,DSL,29,Yes,UPI,52.60307480045307,1525.4891692131391,No,52.60307480045307,1525.4891692131391
76b874d3-4959-4bed-9d19-11a5618dde71,51,Female,One year,No,DSL,3,No,Card,80.24834169408427,240.74502508225282,No,80.24834169408427,240.74502508225282
b189727f-6a8d-4a70-88a2-a172e30cdee2,46,Female,Month-to-month,No,No,63,No,check/DD,58.46455688194793,3683.2670835627196,No,58.46455688194793,3683.2670835627196
f387e1bd-2d59-42c6-934a-5a2fa7cf705c,32,Female,Two year,Yes,DSL,39,No,UPI,56.35237586157258,,Yes,56.35237586157258,2197.7426586013307
c156e501-b30e-46e8-b9da-5f8c4e35da80,37,Female,Month-to-month,Yes,DSL,5,No,check/DD,44.82000605035796,224.1000302517898,No,44.82000605035796,224.1000302517898
bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,63,Male,Two year,Yes,DSL,62,Yes,check/DD,73.82043350797889,4576.866877494691,Yes,73.82043350797889,4576.866877494691
75757602-2d02-423f-ad25-32e51d0678b7,44,Female,Month-to-month,Yes,DSL,1,Yes,check/DD,80.7437190285259,80.7437190285259,No,80.7437190285259,80.7437190285259
